id,name,kind,field,gender,birth,death,dates_original,date_qc,role,category,specialism,background,knowledge_role,decades_active,gm_areas,collections,destination,politics,religion,building,note,relationships,record_type,source_id,merged_from,merge_note,research_status,priority,open_question,qc_flag,active_from,active_to,active_source,links,link
200027,John Pendlebury,record,civic,M,,,Unknown,Unknown,,Disability,,,,,,,,,,,,,Person,200027,,,Core entry,Existing,,,1756,1878,estimated,1,https://archives.wigan.gov.uk/entity/65598-john-pendlebury
200109,John Potter,record,press,M,1773,1838,1773–1838,Parsed from source,Merchant,Commerce,,,,1820s–1830s,Manchester,,,Liberal,Unitarian,Manchester Guardian HQ,Host of the Little Circle meetings; father to Thomas and Richard Potter; supported the founding of the Manchester Guardian .,Married,Person,200109,Sir John Potter (200017),"Sir John Potter, mayor of Manchester and son of Thomas Potter, held two records. Found here rather than in the workbook's own duplicate review.",Core entry,Existing,,,1820,1839,workbook,2,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
200024,John Rylands,record,trade,M,1801,1888,1801–1888,Parsed from source,Merchant,Manchester Royal Jubilee Exhibition,,,,,"Manchester, Trafford",,,"Married Enriqueta in 1875, eight months after Martha's death. Wikipedia",,,,Husband of 1) Dinah Raby 2) Martha Clegg 3) Enriqueta Augustina Tennant,Person,200024,,,Core entry,Existing,,,1826,1888,inferred,3,https://en.wikipedia.org/wiki/John_Rylands
NH-022,John Shaw,record,nat,M,,,Unknown,Unknown,Botanist,Artisan botany,Botany,Unknown,Society participant,19th century,Eccles,,,,,,Named by Grindon among local botanists attending regional gatherings.,Regional botanical gatherings,Person,NH-022,,,Needs checking,Investigate,Find full identity and relationship evidence.,,1800,1899,workbook,1,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
200102,John Shuttleworth,record,press,M,1786,1864,1786–1864,Parsed from source,"Industrialist, Reformer",Industry,,,,1820s–1860s,Manchester,,,Liberal,Unitarian,Manchester Guardian HQ,"Partnered in Shuttleworth, Taylor & Co.; involved in cotton manufacturing linked to slavery .",Married,Person,200102,200014,Duplicate Review DUP-002. Two records for John Shuttleworth; the workbook found no unique fields on 200014.,Core entry,Existing,,DUP-002: Keeper for duplicate group; Richer John Shuttleworth record.,1820,1869,workbook,2,https://pure.manchester.ac.uk/ws/portalfiles/portal/86863970/FULL_TEXT.PDF
NH-026,John Turner,record,nat,M,,,Unknown,Unknown,Botanist,Artisan botany,Botany,Unknown,Society participant,19th century,Middleton,,,,,,Named by Grindon among local botanists attending regional gatherings.,Regional botanical gatherings,Person,NH-026,,,Needs checking,Investigate,Disambiguate from other John Turners.,,1800,1899,workbook,1,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
NH-017,John Warburton,record,nat,M,,,Unknown,Unknown,Botanist,Artisan botany,Botany,Unknown,Society participant,19th century,Manchester,,,,,,Named by Grindon among Manchester botanists attending regional gatherings.,Regional botanical gatherings,Person,NH-017,,,Needs checking,Investigate,Find full identity and relationship evidence.,,1800,1899,workbook,1,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
200107,Joseph Brotherton,record,reform,M,1783,1857,1783–1857,Parsed from source,"Preacher, MP",Religion/Politics,,,,1820s–1850s,Manchester; Salford,,,Liberal,Unitarian,Manchester Guardian HQ,Member of the Little Circle; supported social reforms; financial backer of the Manchester Guardian .,Married; husband of Martha Harvey,Person,200107,200037,Duplicate Review DUP-004. Two records for Joseph Brotherton; the workbook asked for the spouse and Salford connection to be merged into 200107 first.,Core entry,Existing,,DUP-004 KEEPER; spouse and place detail merged from 200037; DUP-004: Keeper for duplicate group; Richer Joseph Brotherton record; spouse and Salford details merged from 200037.,1820,1859,workbook,6,https://en.wikipedia.org/wiki/Joseph_Brotherton
200060,Joseph Heron,record,civic,M,1809,1889,1809–1889,Parsed from source,,Town Clerk led on building Town Hall in Waterhouse design,,,,,,,,,,,,,Person,200060,,,Core entry,Existing,,,1834,1889,inferred,2,https://en.wikipedia.org/wiki/Joseph_Heron
NH-004,Joseph Sidebotham,record,nat,M,1824,1885,1824–1885,Parsed from source,"Cotton industrialist, naturalist & photographer",Industry; science; collecting,Botany; entomology; microscopy,Cotton manufacturer; scientific collector,Co-founder; collector; photographer; patron,1840s–1880s,Hyde; Manchester,Lepidoptera and wider natural-history collections; microscopy; photography,Manchester Museum,,,,"Cotton industrialist with botanical, entomological, microscopical and photographic interests; collections entered Manchester Museum.",Leo H. Grindon; Manchester Field-Naturalists' Society,Person,NH-004,,,Researched for this,Essential,"A key bridge between industrial wealth, technology, collecting and civic science.",,1840,1889,workbook,7,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
200023,Joseph Whitworth,record,trade,M,1803,1887,1803–1887,Parsed from source,Inventor,,,,,,,,,"First married Frances Anker in 1825; after her death in 1870, he married Mary Louisa Orrell in 1871. pittdixon.go-plus.netICE Virtual LIbrary",,,"Engineer and machine-tool maker, whose standard screw thread made interchangeable parts possible and whose name is still on the measurement. His fortune paid for the Whitworth Art Gallery and a great deal else in Manchester.",Husband of 1) Frances Anker 2) Mary Louisa Orrell,Person,200023,,,Core entry,Existing,,,1828,1887,inferred,2,https://en.wikipedia.org/wiki/Joseph_Whitworth
GH-BUTLER,Josephine Butler,record,suff,,1828,1906,1828-1906,,,,,,,,,,,,,,"The campaigner against the Contagious Diseases Acts, who took on a subject respectable opinion would not discuss and won. She sat on the Manchester suffrage executive in its first years.",,"Named in the workbook, researched into a record here",,,,Researched for this,High,,,1853,1906,researched,1,https://en.wikipedia.org/wiki/Josephine_Butler
200011,Julius Sichel,record,trade,M,1802,1868,1802–1868,Parsed from source,Supporter,Pro slavery,,,,,,,,,,,,,Person,200011,,,Core entry,Existing,,,1827,1868,inferred,1,https://vlex.co.uk/vid/sichel-v-mosenthal-806198805
200034,Karl Marx,record,reform,M,1818,1883,1818–1883,Parsed from source,Socialism,,,,,,"Manchester, Salford",,,Childhood sweetheart; married in 1843.,,,"He worked in Chetham's Library with Engels in the summer of 1845, at a desk still shown to visitors, reading political economy in the town that supplied its raw material.",Husband of Jenny von Westphalen,Person,200034,,,Core entry,Existing,,,1843,1883,inferred,1,https://en.wikipedia.org/wiki/Karl_Marx
VM-ADD-009,Kate Isitt,record,press,F,,,,Unknown,,"Journalist for Guardian, originally from New Zealand",,,,1910s-1940s,,,,,,,,,Person,VM-ADD-009,,,Core entry,Existing,,Assigned - source ID missing,1910,1949,workbook,2,https://thedinnerpuzzle.com/portfolio/miss-isitt/
200003,Lees family,record,trade,M,,,Various,Various / group record,Campaigner,Anti Slavery,,,,,,,,,,,stuff went to Manchester Art Gallery and Whitworth,,Family,200003,,,Core entry,Existing,,RECORD TYPE: Family,1824,1889,estimated,3,https://manchesterartgallery.org/collections/
VM-ADD-011,Leo H. Grindon,record,nat,M,1818,1904,1818–1904,Parsed from source,,"Amateur Naturalist, adult education. Founded the Manchester Field-Naturalists' Society",Botany; natural history,Cashier; self-taught naturalist; adult educator,Founder; lecturer; collector; author; excursion organiser,1850s-1890s,Lived Chorlton-on-Medlock. Wrote excursions for whole GM,Manchester Flora; Country Rambles; teaching herbarium; field excursions,Manchester Museum Herbarium,,,,"Author of ""Manchester Flora"" (William White, 1859) and ""Country Rambles and Manchester Walks and Wildflowers"" (William White, 1882). His collection now in the Manchester Harborium/ Manchester Museum.",Husband of Rosa Leo Grindon,Person,sw,,,"Core entry, added to",Essential,"Connect Grindon to Lydia Becker, Joseph Sidebotham, local artisan botanists and the Field-Naturalists' Society.",Replaced reused source ID “sw”,1850,1899,workbook,19,https://en.wikipedia.org/wiki/Leopold_Hartley_Grindon
200062,Lily Maxwell,record,suff,F,1800,1876,c.1800–1876,Approximate,Suffragette,One of the first women to vote (illegally),,,,"1840, 50, 60",Chorton,,,,,,Chorlton v Lings case,,Person,200062,,,Core entry,Existing,,,1840,1869,workbook,1,https://www.thehistorypress.co.uk/articles/lily-maxwell-the-first-woman-to-vote/
200068,Lydia Becker,record,nat,F,1827,1890,1827–1890,Parsed from source,Scientist & Suffragette,Early leader in suffrage movement,Botany,Self-taught scientist; suffrage organiser; editor,Collector; competition entrant; writer; campaigner,"1860, 70, 80, 90",Manchester,Herbarium specimens from the 1864 Botanical Competition,Manchester Museum Herbarium,Liberal,Nonconformist,,Founder of women's suffrage society; edited Women's Suffrage Journal,,Person,200068,,,"Core entry, added to",Essential,Make the link botany → exclusion from formal science → women's intellectual organisation → suffrage explicit.,,1860,1899,workbook,16,https://www.darwinproject.ac.uk/lydia-becker
200077,Margaret Ashton,record,suff,F,1856,1937,1856–1937,Parsed from source,Politician,First woman City Councillor for Manchester,,,,"1890, 1900s, 1910s","Withington, Manchester",,,,,,Pacifist - split from Suffragette movement before WW1,,Person,200077,,,Core entry,Existing,,,1890,1919,workbook,1,http://www.bbc.co.uk/manchester/content/articles/2006/07/04/040706_margaret_ashton_feature.shtml
200094,Margaret Elizabeth Bright,record,suff,F,1818,1890,1818–1890,Parsed from source,Philanthropist,"Women's Rights, Quaker",,,,,,,,–,,,,Second wife of John Bright; sister to Jacob Bright and active in women's education,Person,200094,,,Core entry,Existing,,,1843,1890,inferred,2,https://en.wikipedia.org/wiki/John_Bright
200039,Marie Stopes,record,reform,F,1880,1958,1880–1958,Parsed from source,Birth control,Studied at Manchester Uni,,,,,Manchester,,,,,,,,Person,200039,,,Core entry,Existing,,,1905,1958,inferred,1,https://en.wikipedia.org/wiki/Marie_Stopes
200033,Mark Philips,record,civic,M,1800,1873,1800–1873,Parsed from source,,"Charitable work, status and local power",,,,,,,,,,,,,Person,200033,,,Core entry,Existing,,,1825,1873,inferred,3,https://en.wikipedia.org/wiki/Mark_Philips_(politician)
200087,Martha Brotherton,record,reform,F,1782,1861,1782–1861,Parsed from source,"Writer, Reformer","Vegetarianism, Religion",,,,1782–1861,,,,,,,"Author of Vegetable Cookery (1812), the first known vegetarian cookbook; active in the Bible Christian Church and social reform movements.",Wife of Joseph Brotherton; author of the first known vegetarian cookbook; active in reform circles,Person,200087,,,Core entry,Existing,,,1782,1861,workbook,2,https://en.wikipedia.org/wiki/Martha_Brotherton
200038,Mary Brotherton,record,reform,F,1782,1861,1782–1861,Parsed from source,Vegetarianism,,,,,,Salford,,,,,,"Of the Brotherton family of Salford, whose Bible Christian congregation gave the country its first organised vegetarianism. Her recipe book was among the earliest vegetarian cookery published in Britain.",,Person,200038,,,Core entry,Existing,,,1807,1861,inferred,1,https://vegsoc.org/who-we-are/history/
200081,Mary Burns,record,reform,F,1821,1863,1821–1863,Parsed from source,Activist,Introduced Engels to Manchester,,,,"1840s, 50s, 60s",,,,,,,,,Person,200081,,,Core entry,Existing,,,1840,1869,workbook,1,https://en.wikipedia.org/wiki/Mary_Burns
200022,Mary Corkling,record,arts,F,1850,1928,1850–1928,Parsed from source,"Artist, food campaigner",,,,,,,,,,,,"An artist who also campaigned on food, at a moment when what working people ate was becoming a public argument in Manchester. Little else about her survives here.",,Person,200022,,,Core entry,Existing,,,1875,1928,inferred,1,https://en.wikipedia.org/wiki/List_of_people_from_Manchester
200095,Mary Ellen Caminada,record,civic,F,,,Dates not publicly known,Unknown,"Homemaker, Supporter",Civic Life,,,,,,,,–,,,,"Wife of Jerome Caminada, Manchester detective; raised family during his public career",Person,200095,,,Core entry,Existing,,,1860,1889,estimated,1,https://manchesterarchiveplus.wordpress.com/2014/03/12/investigating-jerome-caminada-manchesters-sherlock-holmes/
200001,Mary Fildes,record,reform,F,1789,1876,c.1789–1876,Approximate,Reformer,Irish-born President of Manchester Female Reform Society,,,,"1810, 20, 30, 40","Chorlton, Stockport",,,,,,Leading roll in Peterloo Massacre,,Person,200001,,,Core entry,Existing,,,1810,1849,workbook,4,https://en.wikipedia.org/wiki/Mary_Fildes
200089,Mary Louisa Armitt,record,nat,F,1851,1911,1851–1911,Parsed from source,,"Born in Salford; polymath who contributed to music criticism, ornithology, and founded the Armitt Library in Ambleside.",Ornithology; natural history,Writer; polymath; institution founder,Author; collector; founder,1851–1911,,Ornithological work; Armitt Library,"Armitt Library, Ambleside",,,,,,Person,200089,,,"Core entry, added to",High,Broader natural-history connector rather than a core botany/entomology figure; add a source during verification.,,1851,1911,workbook,1,https://en.wikipedia.org/wiki/Mary_Louisa_Armitt
200096,Mary Louisa Whitworth,record,civic,F,1823,1896,1823–1896 (approx.),Approximate,Philanthropist,"Engineering Legacy, Public Works",,,,,,,,–,,,,Second wife of Joseph Whitworth; inherited and continued charitable work after his death,Person,200096,,,Core entry,Existing,,,1848,1896,inferred,1,https://archiveshub.jisc.ac.uk/data/gb133-wag
200078,Mary Qualie,record,suff,F,1886,1958,1886–1958,Parsed from source,Trade Unionist,Born in Dublin but grew up in Manchester,,,,"1890s, 1900s, 1910s",Manchester,,,,,,Secretary of the Manchester Womens Trade Union Council,,Person,200078,,,Core entry,Existing,,,1890,1919,workbook,1,https://maryquaileclub.wordpress.com/who-was-mary-quaile/
200071,Miss Lala,record,arts,F,1858,,1858–Unknown,Unknown,Acrobat,Mixed-race performer in travelling circus,,,,"1870, 80",Manchester,,,,,,"Frequently performed in Gaiety Theatre, Manchester",,Stage name,200071,,,Core entry,Existing,,RECORD TYPE: Stage name,1870,1889,workbook,2,https://via.library.depaul.edu/cgi/viewcontent.cgi?article=1243&context=etd
200046,Mosley familu,record,civic,M,,,Various,Various / group record,,Sold rights of lord of the manor of Manchester to Manchester corporation in 1846,,,,,,,,,,,,,Family,200046,,,Core entry,Existing,,RECORD TYPE: Family,1838,1838,estimated,1,https://en.wikipedia.org/wiki/Mosley_baronets
GH-BROADHURST,Mrs Broadhurst,ghost,reform,,,,,,,,,,,,,,,,,,"One of the founders of the Female Political Union in 1833, recorded - as women of her generation usually were - only by her husband's surname. Her own name is not known.",,"Named in the workbook, no record of its own",,,,Needs checking,Investigate,,,1833,1833,estimated,1,https://www.wcml.org.uk/our-collections/working-lives/womens-history/
NH-027,Mrs Hopkins,record,nat,F,,,Unknown,Unknown,Plant collector,Overlooked collector,Bryology / botany - verify,Unknown,Collector,1879–1881,Unknown,Herbarium sheets dated 1879–1881,Manchester Museum Herbarium,,,,A named but incompletely identified collector represented by herbarium sheets.,Manchester herbarium collection,Person,NH-027,,,Needs checking,Investigate,"Recover full name, biography and collecting locations.",FIRST NAME MISSING,1879,1881,workbook,1,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
NH-028,Mrs P. Jaffrey,record,nat,F,,,Unknown,Unknown,Fern collector,Overlooked collector; colonial collection network,Pteridology / ferns,Unknown,Collector,1882,Darjeeling; Manchester collection destination,Darjeeling ferns,Manchester Museum Herbarium,,,,Collector associated with Darjeeling fern specimens now documented in Manchester's herbarium guide.,Manchester herbarium collection,Person,NH-028,,,Needs checking,Investigate,Identify the collector and the intermediaries through whom specimens reached Manchester.,,1882,1882,workbook,1,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
200048,Murray brothers,record,trade,M,,,Unknown,Unknown,"Factory owners, Ancoats",,,,,,,,,,,,"Adam and George Murray, whose Ancoats mills went up beside McConnel & Kennedy's and formed, between them, the first industrial quarter of its kind anywhere.",,Family / partnership,200048,,,Core entry,Existing,,RECORD TYPE: Family / partnership,1780,1789,estimated,1,https://en.wikipedia.org/wiki/Murrays%27_Mills
200063,Pablo Fanque,record,arts,M,1810,1871,1810–1871,Parsed from source,Equestrian & Circus Proprietor,First recorded non-white British circus owner,,,,"1840, 50, 60","Stockport, Ashton-under- Lyne",,,Performed with him in his circus; died in a tragic accident in 1848.,,,Inspired a song by the Beetles,,Person,200063,,,Core entry,Existing,,,1840,1869,workbook,2,https://100greatblackbritons.com/bios/Pablo_Fanque.htm
GH-MCLAREN,Priscilla Bright McLaren,record,suff,,1815,1906,1815-1906,,,,,,,,,,,,,,"Sister of John and Jacob Bright, and a suffrage campaigner in her own right for fifty years. She spoke at the Manchester society's first public meeting in 1868.",,"Named in the workbook, researched into a record here",,,,Researched for this,High,,,1840,1906,researched,1,https://en.wikipedia.org/wiki/Priscilla_Bright_McLaren
NH-007,R. Wood,record,nat,M,,,Unknown,Unknown,Insect collector,Entomology; disputed attribution,Entomology; Lepidoptera,Amateur collector,Collector; intermediary,1820s–1830s,Manchester,Manchester moth specimen and correspondence/identification chain,,,,,Collector after whom the Manchester moth was named; relationship to Cribb requires careful sourcing.,Robert Cribb; John Curtis,Person,NH-007,,,Needs checking,Essential,"Confirm full name, occupation and precise handling of Cribb's specimens.",,1820,1839,workbook,4,https://www.museum.manchester.ac.uk/collections/entomology
NH-001,Richard Buxton,record,nat,M,1786,1865,1786–1865,Parsed from source,Botanist & shoemaker,Working-class natural history,Botany; bryology,Shoemaker; working-class autodidact,Collector; identifier; author,1820s–1860s,Manchester; Kersal Moor,A Botanical Guide… (1849); moss collections with John Nowell,Manchester Museum Herbarium,,,,Self-taught Manchester botanist and author of an 1849 guide to plants found within sixteen miles of Manchester.,John Horsefield; John Nowell; artisan botanical societies,Person,NH-001,,,Researched for this,Essential,Ask who introduced Buxton to other botanists and how his knowledge circulated.,,1820,1869,workbook,8,https://journals.sagepub.com/doi/10.1177/007327539403200302
200008,Richard Cobden,record,reform,M,1804,1865,1804–1865,Parsed from source,"Supporter, MP","Anti Slavery, Free Trade/Liberals",,,,"1830, 40, 50",,,,"Married in 1840; had five surviving children, including Julia Anne Cobden-Sanderson and Emma Jane Cobden Unwin. Westminster Abbey",,,supported Lincoln in US civil war,Husband of Catherine Anne Williams,Person,200008,,,Core entry,Existing,,,1830,1859,workbook,3,https://en.wikipedia.org/wiki/Richard_Cobden
200052,Richard Lane,record,civic,M,1795,1880,1795–1880,Parsed from source,Redesign of Esplanade outside MRI,,,,,,,,,,,,"Manchester architect, who laid out the esplanade in front of the Royal Infirmary and designed a good deal of the town's early civic building. One of the collection's few records of someone who shaped public space rather than owning it.",,Person,200052,,,Core entry,Existing,,,1820,1880,inferred,1,https://en.wikipedia.org/wiki/Richard_Lane_%28architect%29
GH-RPANKHURST,Richard Pankhurst,record,suff,,1834,1898,1834-1898,,,,,,,,,,,,,,"The radical barrister who drafted the first women's suffrage bill and the Married Women's Property Act, and who married Emmeline Goulden. Present at the 1867 founding of the Manchester society.",,"Named in the workbook, researched into a record here",,,,Researched for this,High,,,1859,1898,researched,1,https://en.wikipedia.org/wiki/Richard_Pankhurst
200105,Richard Potter,record,press,M,1778,1842,1778–1842,Parsed from source,MP for Wigan,Politics,,,,1820s–1840s,Manchester,,,Liberal,Unitarian,Manchester Guardian HQ,"Member of the Little Circle; early supporter and financier of the Manchester Guardian . Nicknamed 'Radical Dick', Richard was the son of farmer and draper, John Potter. Richard Potter was connected to transatlantic slavery as a manufacturer of, and dealer in, cotton goods, and owner of a Manchester textile warehouse.",Married,Person,200105,,,Core entry,Existing,,DUP-005: Separate person covered by composite row; Keep the individual Richard Potter record.,1820,1849,workbook,3,https://archiveshub.jisc.ac.uk/data/gb97-collmisc0146
NH-006,Robert Cribb,record,nat,M,,,Unknown,Unknown,Textile worker & amateur lepidopterist,Working-class entomology; disputed credit,Entomology; Lepidoptera,Textile worker; amateur collector,Collector; discoverer,1820s,Kersal Moor; Salford,Manchester moth specimens,Manchester Museum and other museums,,,,Credited with finding the Manchester moth in 1829; its naming became a dispute over attribution and scientific credit.,R. Wood; John Curtis,Person,NH-006,,,Researched for this,Essential,Verify the chain Cribb → Wood → Curtis and record conflicting versions rather than collapsing them.,,1820,1829,workbook,4,https://www.museum.manchester.ac.uk/collections/entomology
200057,Robert Owen,record,reform,M,1771,1858,1771–1858,Parsed from source,,mill owners Oxford road/River Medlock,,,,,,,,,,,,,Person,200057,,,Core entry,Existing,,,1796,1858,inferred,1,https://en.wikipedia.org/wiki/Robert_Owen
200036,Robert Peel,record,civic,M,1788,1850,1788–1850,Parsed from source,Police,,,,,,Salford,,,Married in 1820; daughter of General Sir John Floyd.,,,"Home Secretary and later prime minister, who founded the modern police force. His family's fortune was made in Lancashire calico printing, and Salford named its first public park after him.",Husband of Julia Floyd,Person,200036,,,Core entry,Existing,,,1813,1850,inferred,1,https://en.wikipedia.org/wiki/Robert_Peel
VM-ADD-003,Robert Philips,record,trade,M,,,,Unknown,,"The cousin of Sir George Philips, whose connections with slavery spanned partnerships in Philips, Wood & Co (a hat-making firm with strong links to enslaved labour in Brazil), Shuttleworth, Taylor & Co, and familial relations with the Hibbert and Yates families, who were both enslavers.",,,,,,,,,,,,,Person,VM-ADD-003,,,Core entry,Existing,,Assigned - source ID missing,1780,1900,estimated,4,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
200065,Robert Rose,record,arts,M,,,Unknown,Unknown,Poet,Born in the West Indies and lived in Salford,,,,1840s,"Manchester, Salford",,,,,,"Vice Chair of the ""Poets Corner"", a leading literary building",,Person,200065,,,Core entry,Existing,,,1840,1849,workbook,1,https://library.chethams.com/blog/robert-rose-the-bard-of-colour/
200069,Rosa Leo Grindon,record,nat,F,1820,1900,1820–1900,Parsed from source,Lecturer,Wrote 'Shakespeare plays from a women's point of view',Intellectual and natural-history network connector,Lecturer; Shakespeare scholar; women's education organiser,Host; organiser; connector,"1860, 70, 80",Manchester,Manchester Ladies' Literary Society activity,,,,,née Elverson. Donated large stained-glass window to Central Library in her husbands memory,wife of Leo H. Grindon,Person,200069,,,"Core entry, added to",High,Connect Rosa to Leo Grindon's household/intellectual network and Lydia Becker's women's literary organisation.,,1860,1889,workbook,1,https://adeleemm.com/2018/09/07/rosa-leo-grindon-another-forgotten-suffragist/
200110,Russell Scott,record,press,M,1801,1880,1801–1880,Parsed from source,"Coal Merchant, Philanthropist",Industry,,,,1820s–1880s,Manchester,,,Liberal,Unitarian,Manchester Guardian HQ,Brother-in-law to John Edward Taylor; invested in the Manchester Guardian; became proprietor after Taylor's death .,Married,Person,200110,,,Core entry,Existing,,,1820,1889,workbook,2,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
200058,S&J Watts,record,trade,M,,,Various,Various / group record,,warehouse now Britannia hotel,,,,,,,,,,,,,Business partnership,200058,,,Core entry,Existing,,RECORD TYPE: Business partnership,1856,1856,estimated,1,https://en.wikipedia.org/wiki/Watts_Warehouse
NH-011,Samuel Gibson,record,nat,M,,,Unknown,Unknown,Artisan botanist & collector,Artisan botany,Ferns; algae; cryptogams,Artisan naturalist,Collector; specimen preparer,1830s–1840s,Lancashire; Manchester network,"British ferns, algae and allied plants",Manchester Museum Herbarium,,,,"Collector of ferns, algae and other cryptogams represented in Manchester's herbarium.",Lancashire artisan botanists,Person,NH-011,,,Needs checking,High,"Confirm dates, occupation and whether inclusion should be person-based or network-based.",,1830,1849,workbook,1,https://herbologymanchester.wordpress.com/wp-content/uploads/2017/10/herb_manch-contents-guide.pdf
VM-ADD-004,Samuel Pullein,record,trade,M,,,,Unknown,,Likely to have been an influential member of the mercantile Manchester community in the 1800s. Pullein was associated with transatlantic slavery as a calico printer and was director and trustee of the Manchester Fire and Life Assurance Company for many years.,,,,,,,,,,,,,Person,VM-ADD-004,,,Core entry,Existing,,Assigned - source ID missing,1780,1900,estimated,1,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
GH-DICKENSON,Sarah Dickenson,record,suff,,1868,1954,1868-1954,,,,,,,,,,,,,,"A Manchester mill worker who became a full-time organiser, co-founding the Women's Trades Council in 1895 and spending forty years bringing working women into unions.",,"Named in the workbook, researched into a record here",,,,Researched for this,High,,,1893,1954,researched,2,https://www.wcml.org.uk/our-collections/working-lives/womens-history/
200066,Sarah Parker Remond,record,reform,F,1826,1894,1826–1894,Parsed from source,Abolitionist & Physician,African-American Abolitionist who campaigned in Manchester,,,,"1850, 60",Manchester,,,,,,Delivered speeches in Manchester Athenaeum,,Person,200066,,,Core entry,Existing,,,1850,1869,workbook,1,https://manchesterartgallery.org/news/sarah-parker-remond/
200101,Sir George Philips,record,press,M,1766,1847,1766–1847,Parsed from source,"Financier, MP",Politics,,,,1820s–1840s,Manchester,,,Whig,Unitarian,Manchester Guardian HQ,"West India merchant; co-owned the Success sugar plantation in Hanover, Jamaica, which utilized enslaved labor. A wealthy textile industrialist, politician, West India merchant and enslaver, Philips was the Manchester Guardian backer mostly deeply linked with slavery. From about 1805 he was a partner in Boddington, Sharp and Philips, which owned the Success estate in Hanover, Jamaica. In 1835, Philips unsuccessfully attempted to claim compensation from the British government for 108 enslaved people on the estate, though his business partner made a successful claim. Philips' Jamaica plantation, his intimate involvement with the Manchester cotton industry, US interests, and inherited interests in the textile industry, all demonstrate multiple links to transatlantic slavery.",Married,Person,200101,,,Core entry,Existing,,,1820,1849,workbook,3,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
200097,Sophia Russell Taylor,record,press,F,1793,1866,1793–1866 (approx.),Approximate,Cultural Hostess,"Literary, Civic",,,,,,,,–,,,,Wife of John Edward Taylor; hosted cultural salons in Manchester,Person,200097,,,Core entry,Existing,,,1818,1866,inferred,1,https://archiveshub.jisc.ac.uk/manchesteruniversity/archives/afa7c1dc-c9cc-3fd1-a836-771374d44cae?component=19213714-9425-3297-8800-f9af37bf20d6
200098,Susannah Marlaw,record,arts,F,1815,1848,c.1815–1848 (approx.),Approximate,Performer,"Circus, Performing Arts",,,,,,,,–,,,,Wife of Pablo Fanque; tragically died when a circus stand collapsed during a show,Person,200098,,,Core entry,Existing,,,1840,1848,inferred,2,https://archives.shef.ac.uk/agents/people/299
200007,T. M. Gibson,record,reform,M,1803,1889,1803–1889,Parsed from source,Supporter,Anti Slavery,,,,,,,,,,,,,Person,200007,,,Core entry,Existing,,,1828,1889,inferred,1,https://en.wikipedia.org/wiki/Thomas_Milner_Gibson
VM-ADD-005,Thomas B. W. Sanderson,record,trade,M,,,,Unknown,,"A well-connected member of elite Manchester society. Sanderson was linked to transatlantic slavery through his business operations as a merchant and manufacturer of, and dealer in, cotton goods and supplies.",,,,,,,,,,,,,Person,VM-ADD-005,,,Core entry,Existing,,Assigned - source ID missing,1780,1900,estimated,1,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
200030,Thomas Bazley,record,trade,M,1797,1885,1797–1885,Parsed from source,,"Charitable work, status and local power",,,,,,,,,,,,,Person,200030,,,Core entry,Existing,,,1822,1885,inferred,1,https://www.oxforddnb.com/view/10.1093/ref%3Aodnb/9780198614128.001.0001/odnb-9780198614128-e-1788?docPos=1
GH-BRITTAIN,Thomas Brittain,record,nat,,1806,1884,1806-1884,,,,,,,,,,,,,,A founder of the Manchester Microscopical Society and a populariser of the microscope at a moment when a working man could buy one and start finding things nobody had described.,,"Named in the workbook, researched into a record here",,,,Researched for this,High,,,1831,1884,researched,2,https://en.wikipedia.org/wiki/Manchester_Microscopical_Society
200006,Thomas Clarkson,record,reform,M,1760,1846,1760–1846,Parsed from source,Campaigner,Anti Slavery,,,,,,,,"Married in 1796; their only child, Thomas, died before his father. Westminster Abbey",,,,Husband of Catherine Buck,Person,200006,,,Core entry,Existing,,,1785,1846,inferred,2,https://en.wikipedia.org/wiki/Thomas_Clarkson
VM-ADD-010,Thomas Fairbairn,record,arts,M,1823,1891,1823–91,Death year expanded from abbreviated source,,,,,,,,,,,,"Art Treasures Exhibition, Old Trafford","local industrialist, art collector and patron, who had experience as a commissioner at the Great Exhibition 1851, headed the Executive Committee of the Art Treasures Exhibition 1857",Husband of Allison Callaway,Person,sw,,,Core entry,Existing,,Replaced reused source ID “sw”,1848,1891,inferred,2,https://oro.open.ac.uk/65922/7/317573_Redacted2.pdf
